95920,119,8566018,498239,2013
95851,89,11201981,882711,2013
95923,38,1365798,30949,2013
95841,7837,308789845,8697395,2013
95901,10598,425001867,9400103,2013
95966,10040,409561346,9867130,2013
95961,7924,332678145,6370691,2013
95948,4151,173623161,5038246,2013
96002,12251,555768127,15696094,2013
96011,42,1394551,38288,2013
95986,50,1943346,73488,2013
95987,2626,101372554,2609142,2013
95983,191,9183147,283470,2013
95992,889,52971950,2072637,2013
96014,77,3559179,139229,2013
96047,317,15903530,458172,2013
96049,1063,-31878009,2125323,2013
96019,3287,128098021,2562656,2013
96038,252,9731695,294369,2013
96050,137,4492312,123892,2013
96051,449,18948600,547928,2013
96039,344,12340624,255196,2013
96041,674,27784679,1042529,2013
96044,313,11185933,247164,2013
96054,94,3253464,66957,2013
96052,430,16031660,325825,2013
96048,248,11167108,601396,2013
96040,86,4511073,145457,2013
96046,81,1858240,14811,2013
91734,408,24171443,1482609,2012
91765,21682,1561554659,70387458,2012
91763,14746,522665411,9045220,2012
91732,23788,722618416,10766655,2012
91746,12482,496306708,16610326,2012
91754,16340,1033616611,62169935,2012
91791,14452,912685031,37072006,2012
91803,13785,578844759,15986058,2012
91776,17745,633668166,16584930,2012
91786,21324,966242323,26120948,2012
91962,818,52452794,1782209,2012
91950,22574,708835729,9598497,2012
91932,10290,392077371,8935172,2012
92007,5947,637953782,42685714,2012
92018,1002,54583220,3033403,2012
92039,285,10849797,1062333,2012
92033,782,28786306,771795,2012
92030,638,2898643,936905,2012
92069,18606,953717476,30992670,2012
92070,496,20111549,550713,2012
92107,14443,982940447,49446114,2012
92079,819,26767818,1297605,2012
92103,18372,1359643239,86544999,2012
92129,22860,2058116363,96729458,2012
92136,259,5783726,113964,2012
92112,747,38171648,1764976,2012
92114,26758,1027995674,18452129,2012
92165,258,8034710,146227,2012
92164,17,990576,49546,2012
92168,519,23145901,907257,2012
92160,410,41012856,2756677,2012
92234,19418,675813916,15126493,2012
92275,355,11164311,226812,2012
92305,252,12587411,385815,2012
92344,7435,377292192,8555782,2012
92317,1647,109138315,4803901,2012
92342,2442,128735552,3782390,2012
92341,126,5622030,140578,2012
92374,15425,850582677,28508223,2012
92373,14820,1241750023,63199498,2012
92503,32706,1470264472,35389412,2012
92504,20437,886401451,110415445,2012
92508,13491,907344287,30160217,2012
92413,318,14095680,381388,2012
92408,4312,143665617,3001656,2012
92544,14943,652356159,18474874,2012
92593,810,51977169,2913140,2012
92657,4710,2579544378,288062069,2012
92675,15722,1565473325,119421201,2012
92655,3472,106338959,2033689,2012
92647,26186,1510991776,55488667,2012
92662,1626,214824396,17899065,2012
92801,26427,932988353,18517560,2012
92805,28432,1079081696,26022889,2012
92807,17234,1574365566,89848747,2012
92735,176,15978024,1281819,2012
92802,16895,634031105,14110985,2012
92701,18963,552693905,8747507,2012
92780,24971,1279685787,44835916,2012
92799,590,29632807,1089712,2012
92705,20088,2093986265,142994694,2012
92782,11466,1283118266,73890808,2012
92693,330,35009166,2830147,2012
92781,879,71094173,3869004,2012
92804,34352,1308043459,26364146,2012
92803,716,26181005,651098,2012
92806,16901,788386784,24460719,2012
94112,40062,1857792371,59494442,2012
94102,13318,813663201,47000042,2012
94131,15590,2074546766,146008037,2012
94145,11,1406555,17107,2012
94129,1777,698107912,75275488,2012
94132,12418,788030868,35339144,2012
94520,15713,457809916,16679301,2012
94404,16824,2016780122,122473375,2012
94303,20048,3855623820,333883412,2012
94304,1866,1484009592,146392043,2012
94503,8531,517843371,16042821,2012
94301,8609,6604998294,672379174,2012
94519,8478,485038014,15590949,2012
94548,353,18076574,530937,2012
94547,11472,799203935,29426902,2012
94540,455,22147240,650205,2012
94569,107,6511874,254493,2012
94586,513,69056377,5065430,2012
94560,19937,1214012326,42816396,2012
94557,134,2444010,114656,2012
94607,10464,517584813,25367389,2012
94915,514,28646000,1379203,2012
94710,3420,217934182,10824800,2012
94927,407,2910500,563372,2012
94801,10890,447448369,13074501,2012
94704,5383,266356957,13393087,2012
94938,304,21774244,1139268,2012
94972,205,10237646,427555,2012
94930,4139,408121171,25856621,2012
94978,341,19994966,1036857,2012
95017,404,21573533,928626,2012
95031,965,125396538,10155170,2012
95030,6499,2382578142,243086257,2012
95050,17299,1294261849,64638349,2012
95043,265,15907531,802509,2012
95045,1815,103028589,4003194,2012
95055,516,32184728,1393814,2012
95132,18902,1279628639,52380323,2012
95124,21631,2348594493,134364800,2012
95136,20121,1461039308,61609954,2012
95119,4508,364421967,15906867,2012
95126,15969,1328422479,72529239,2012
95118,14677,1180325831,54185920,2012
95134,8039,832934263,49247798,2012
95112,22205,1166693324,48059700,2012
95103,90,4313163,182164,2012
95160,246,33234683,2130926,2012
95241,1084,45636052,2675977,2012
95249,1497,85477102,3948838,2012
95240,16034,647407751,20660037,2012
95310,1028,44297470,1521044,2012
95318,274,12206840,337371,2012
95369,350,16439092,699181,2012
95355,22199,1263098170,43479026,2012
95350,18663,850708851,25748174,2012
95368,5463,256261108,7437070,2012
95382,13709,800054121,28152806,2012
95422,3609,88819435,1561424,2012
95452,908,88770407,5375732,2012
95446,2145,101568488,4164290,2012
95433,497,20870140,524033,2012
95441,1163,64103320,3544945,2012
95427,179,8442529,349008,2012
95448,8663,649694816,37946541,2012
95437,5899,243081646,6999682,2012
95449,630,19028608,905160,2012
95458,809,25181550,449305,2012
95486,60,2453380,62880,2012
95471,195,6911741,163373,2012
95554,138,4616090,61155,2012
95524,937,68011684,3278316,2012
95526,162,7896581,471122,2012
95501,7852,68781351,8108661,2012
95568,66,1718764,15390,2012
95570,1064,54017205,2336008,2012
95604,1723,82919098,2863746,2012
95595,62,2950549,112663,2012
95571,99,3759234,86118,2012
95641,750,30313642,941265,2012
95635,466,26555642,987384,2012
95634,1214,58463963,1630358,2012
95637,151,7352765,241239,2012
95696,1077,57471447,1899624,2012
95715,44,1835587,43002,2012
95699,52,2779152,120224,2012
95814,3636,184760662,8400320,2012
95916,446,15438078,376519,2012
95934,104,3511102,68202,2012
95945,10243,456867261,14980052,2012
95978,74,2227846,30533,2012
95963,5645,218260822,5888882,2012
96008,692,33245716,1127032,2012
95988,3291,153254843,4794406,2012
96047,334,17105055,547635,2012
96035,993,31774457,501084,2012
96022,5835,290392458,9448727,2012
96021,5507,188343624,3954122,2012
96027,758,28343086,1117092,2012
96104,308,12515443,452615,2012
96160,2353,149865015,7730269,2012
96151,3857,124094559,2855002,2012
90035,13903,1031137829,52668863,2011
90059,14188,354735285,2903166,2011
90044,31810,794180446,7453083,2011
90221,19717,532508629,4862483,2011
90069,14417,2026617374,154527882,2011
90274,12734,3230684024,240674938,2011
90270,10051,259118067,1940496,2011
90310,91,3224803,75820,2011
90292,12877,1377903336,91078534,2011
90510,541,22289862,1441240,2011
90661,65,2454693,40668,2011
90607,335,15365612,478786,2011
90603,9123,591656472,20243475,2011
90713,13064,812517844,24280191,2011
90746,12759,623044655,15678496,2011
90704,1850,75981945,2285007,2011
90714,397,20363153,656613,2011
90814,9641,614074865,26570294,2011
91001,16490,1286483153,57405061,2011
90813,19009,466581423,4992443,2011
91003,224,10486080,373142,2011
91009,243,11316522,395936,2011
90804,16267,589569497,14474357,2011
91105,6364,1032047553,68886674,2011
91043,167,8737839,386264,2011
91204,6427,220734949,5140748,2011
91203,6240,295591363,11088213,2011
91301,12502,1182948729,63382732,2011
91214,13664,981127123,38894824,2011
91302,12189,2296187941,167328620,2011
91362,17430,2102361085,130119807,2011
91330,15,448830,12197,2011
91405,20354,628265696,11906972,2011
91380,844,26925969,1960230,2011
91423,16603,1462365164,82822719,2011
91387,17537,1167035883,41694499,2011
91708,2847,177560614,5471406,2011
91606,18741,594150222,12553112,2011
91763,14816,510889411,8196056,2011
91722,15449,670899943,14346086,2011
91750,15315,1056336018,41832648,2011
91715,442,17679623,451525,2011
91775,10859,693965862,26932024,2011
91786,21347,942221359,24664787,2011
91765,21820,1506753260,63877955,2011
91790,18854,839026697,19053970,2011
91917,378,13732571,265425,2011
91931,178,6790895,134874,2011
91921,507,28828987,1037730,2011
92038,1032,61635039,7119132,2011
92023,1222,59910556,2938903,2011
92046,900,44487787,1619591,2011
92065,15194,963013463,36210235,2011
92075,6701,756565236,46563492,2011
92064,21086,1983621574,101279358,2011
92068,220,6304062,116272,2011
92129,22534,1925303219,84759893,2011
92153,577,19595824,419198,2011
92143,1184,30220858,548762,2011
92168,532,23216280,823784,2011
92178,738,41782288,2428552,2011
92258,298,7625030,114749,2011
92261,989,44805913,2454886,2011
92358,305,11590661,370935,2011
92337,14711,609307904,9778272,2011
92415,42,1405957,21003,2011
92408,4467,144968180,2846092,2011
92539,1410,46353975,988569,2011
92582,5266,210804887,3721370,2011
92572,669,21670468,358281,2011
92655,3352,99477365,1811173,2011
92619,860,70464399,3595074,2011
92648,22743,2087949932,115179124,2011
92703,24935,684321811,7284312,2011
92679,13954,2042539551,128282782,2011
92662,1659,195969370,13912258,2011
92678,314,21770098,894984,2011
92822,643,39194832,1606781,2011
92861,2902,495116422,33467118,2011
92856,299,14950194,617947,2011
92869,17131,1336390642,63214971,2011
93001,14147,797731480,33696093,2011
93041,8299,324297127,6849937,2011
93065,32586,2252319728,87070395,2011
93226,112,4695437,140525,2011
93261,1154,28089231,395089,2011
93268,5390,285035444,9076709,2011
93307,25015,736529271,10546618,2011
93384,760,25122789,523649,2011
93312,22251,1638166485,60198949,2011
93390,637,-1555430,2710209,2011
93405,7187,456796822,22146671,2011
93441,717,49523996,2154678,2011
93463,3270,242807437,11947282,2011
93504,212,11255782,367788,2011
93455,17505,1051699913,35332748,2011
93530,18,586549,15924,2011
93581,828,44778137,1444601,2011
93612,12790,457564819,9413197,2011
93586,109,4868374,154464,2011
93640,5353,110689131,877352,2011
93716,32,825120,56368,2011
93702,13330,297334779,2325072,2011
93722,27904,1211748445,28195653,2011
93744,234,5491447,199430,2011
94014,22099,1019090211,27438424,2011
94021,106,6515887,241574,2011
93925,794,33752450,775095,2011
94027,3302,3088636935,272358861,2011
94039,446,47131189,3176290,2011
94062,12922,3445803722,272694235,2011
94040,15561,1806884013,111339793,2011
94086,22682,2014277917,105581233,2011
94140,390,13477701,294217,2011
94134,19307,821401758,22717741,2011
94530,12593,910471198,40417229,2011
94513,22676,1579534248,56772615,2011
94544,31351,1327689614,31181659,2011
94597,11161,866538973,43058429,2011
94602,13270,966447058,43294325,2011
94582,15186,2095474128,110710386,2011
94587,31302,1964572157,74602421,2011
94592,335,24890590,1009707,2011
94596,11095,1527214890,101452167,2011
94588,14429,1589393671,86409016,2011
94705,6976,1022623882,69800941,2011
94922,208,12498292,601009,2011
94975,451,45096705,2663613,2011
95043,268,13129206,570309,2011
95073,5364,368020345,17602517,2011
95055,486,29117848,1242245,2011
95110,7993,470685677,21058273,2011
95310,1038,44787813,1362624,2011
95492,12526,751320897,25491859,2011
95471,184,6208356,127618,2011
95527,142,5774758,180660,2011
95631,2603,137395577,4102280,2011
95633,1293,62471554,1681918,2011
95690,1073,48679250,1761833,2011
95685,2136,120063178,3976247,2011
95866,329,13578360,454555,2011
95961,7812,309147231,5597711,2011
95941,142,5254432,92215,2011
95944,19,747523,13049,2011
96047,337,16368434,497510,2011
96029,75,2682543,43737,2011
96032,867,31221420,737204,2011
96031,43,1099935,15692,2011
96041,668,31290396,1375579,2011
96084,174,7830636,214429,2011
90014,2742,134090218,6351788,2010
90042,25394,952844840,25500691,2010
90086,309,15304016,620184,2010
90101,14,536896,13819,2010
90239,341,13875102,444024,2010
90254,11104,1286769097,84286503,2010
90251,723,29937167,1115736,2010
90302,12243,443096574,11144642,2010
90404,10731,794503893,47838998,2010
90307,113,3449658,89256,2010
90510,488,594449,24174,2010
90608,317,15413204,486685,2010
90701,6757,-109341391,9546771,2010
90621,13908,925605278,26648460,2010
92258,318,8775279,141190,2010
92331,174,7390097,187964,2010
92323,17,721453,30428,2010
92329,2881,122647556,3185455,2010
92314,3196,123489497,3409360,2010
92391,728,35882569,1064493,2010
92398,586,23196010,619812,2010
92504,20054,826417921,23436313,2010
92556,366,816648331,20516915,2010
92581,713,199566771,4263101,2010
92570,16476,593818495,9115475,2010
92650,44,64312629,4478823,2010
92620,16856,169194,3318,2010
92646,26977,2153528319,124433017,2010
92675,15140,1149862762,89334397,2010
92674,714,35774977,1809640,2010
92684,466,1568188448,46873102,2010
92799,613,58288837,2833473,2010
93041,8232,26445823,417654,2010
93243,591,40811936,1104028,2010
93263,6157,1337859,42223,2010
93279,607,18904430,646793,2010
93246,77,491165805,14737341,2010
93441,695,40143781,1808239,2010
93432,648,109389533,5993498,2010
93514,5485,33513365,986355,2010
93483,554,10690041,197201,2010
93464,516,239500130,12752614,2010
93458,17909,29722532,1806813,2010
93502,218,51665880,1420847,2010
93457,346,71520918,2422318,2010
93501,1411,16834202,540628,2010
95042,70,2736543,127082,2010
95038,1046,47408157,1775649,2010
95039,745,31915447,1127407,2010
95128,15100,983633321,46046256,2010
95220,2847,160391831,6811620,2010
95203,5005,171234603,4079898,2010
95224,286,8640339,301486,2010
95304,4534,349968659,14924093,2010
95269,850,31541934,768872,2010
95340,12192,580224985,21900655,2010
95320,5146,261707252,9291260,2010
95366,6867,450937974,18810540,2010
95345,316,12631820,339240,2010
95363,9102,404912141,10752938,2010
95423,1240,36124837,804763,2010
95441,1219,59261796,2482129,2010
95445,1339,65811557,2468545,2010
95485,954,27834335,664631,2010
95534,181,9966564,345306,2010
95615,406,17880452,555663,2010
95567,757,30372935,790247,2010
95625,162,7141263,203274,2010
95661,13453,969842904,44982716,2010
95709,2172,107933022,3920278,2010
95712,311,20937245,1142856,2010
95742,3419,265849420,9802522,2010
95829,10134,578132641,19181364,2010
95826,15714,705468492,21165731,2010
95917,1189,55319930,1923281,2010
95928,12542,683369940,30132369,2010
95925,90,3519911,86528,2010
95926,12949,565368930,19204719,2010
96047,348,15574923,501801,2010
92572,678,29370090,820360,2015
90262,27257,864698327,9661674,2015
92069,20820,1156013113,39291912,2015
91749,11,39536763,3760463,2015
90809,483,27675120,1117309,2015
92125,10,962795,36989,2015
91709,34252,2860725446,136324167,2015
90606,14665,634641425,12878889,2015
90405,15702,2160799426,162903012,2015
92249,2717,102737230,1618890,2015
92028,20583,1312711069,58835713,2015
92260,13515,799708767,37388784,2015
92651,12561,3589006955,373694887,2015
92335,38313,1243109669,14810043,2015
91761,25895,1252178495,40375050,2015
91508,55,3698707,147482,2015
92088,925,52686471,2478672,2015
91011,9751,2822710701,243945801,2015
90506,12,562644,11415,2015
92404,22496,808450532,15830453,2015
90082,76,2530349,47893,2015
90637,391,29976822,1387470,2015
91762,25341,1004767901,20855094,2015
91224,191,16501194,947542,2015
92593,720,49158261,2778608,2015
92178,732,54193469,3690721,2015
90048,13281,1566541612,114333687,2015
90033,17097,494086442,7116333,2015
93022,2952,224676574,11804971,2015
93023,9251,769410586,43921190,2015
91344,25038,1751559351,71277171,2015
90039,15219,1098177847,54012259,2015
92247,604,36534410,1821884,2015
91042,12450,680122667,22341911,2015
92107,15255,1180779915,61815818,2015
90073,59,2715206,82308,2015
90503,21471,2837166191,220527322,2015
91221,272,9840288,638550,2015
91603,302,11998036,362317,2015
92008,13963,1237330839,80395144,2015
92394,11356,445262585,7397573,2015
90749,353,28320538,1681058,2015
92399,22429,1344923818,46843626,2015
92502,347,29068339,1782793,2015
91343,25598,1196770832,34000921,2015
91706,33388,1176344851,20404160,2015
92132,10,246408,934,2015
91765,22378,1778022468,88588528,2015
91789,20529,1429400745,85471658,2015
92195,375,16929584,450653,2015
91917,444,13269827,298068,2015
92653,15160,1757429376,119847844,2015
92624,3853,356923373,22075076,2015
90603,9841,744881712,29047738,2015
92590,1923,179263911,14227848,2015
92887,9941,1233468304,77832402,2015
92517,786,44679744,1706774,2015
92564,505,25302117,996163,2015
90631,31471,1954698427,79222958,2015
91226,263,12878818,600891,2015
92697,49,2842787,161240,2015
91702,25848,1137691172,28189578,2015
92602,10631,1221259318,72014686,2015
91732,25191,833114855,14213818,2015
91962,883,60355611,2154333,2015
92504,22538,1102861352,33021288,2015
91107,17078,1789416352,109597079,2015
90021,1282,110503311,8376562,2015
90308,169,7353696,188237,2015
90266,17607,5267185670,483110969,2015
92546,473,18785837,464420,2015
92545,15449,615327848,12761587,2015
92068,201,6952415,152415,2015
90222,12302,375624947,4184936,2015
92027,23938,1218474492,36544400,2015
92659,641,149922065,16335143,2015
92501,8594,359270204,9156189,2015
91760,17,670245,14036,2015
91780,16618,950158814,33906854,2015
92270,7753,732058612,51396295,2015
90008,14258,683406008,22301963,2015
92661,1965,424738885,42231907,2015
91802,827,52343584,3112435,2015
92845,8060,609372023,24082636,2015
92803,650,25261210,754549,2015
91769,660,25378125,619284,2015
91943,229,14837163,600531,2015
92030,584,24641309,618595,2015
91402,28231,924659856,14856527,2015
90211,5854,1345886132,134839773,2015
92822,686,44882120,2300204,2015
91405,22228,777602279,16777714,2015
92841,15129,649258548,17333573,2015
91326,16727,1628381168,84616007,2015
91353,310,13803896,533696,2015
92320,3822,204379336,6008565,2015
92646,28758,2429540526,112641225,2015
92273,625,22323628,584475,2015
91109,840,55103161,2914510,2015
92251,7607,458296878,13451323,2015
92584,18798,1109819294,30183602,2015
92605,303,19417607,869190,2015
90058,1441,153886224,19304824,2015
91724,12480,793550282,31910440,2015
92054,18006,911489979,31185840,2015
91364,13789,1849763502,130822104,2015
91007,14585,1257436357,70779811,2015
91010,12072,645254151,21868529,2015
90808,19458,1631147680,68740119,2015
92554,100,4783521,102506,2015
91951,568,22284653,516251,2015
93033,35570,1219976545,16185884,2015
91385,110,6632214,325471,2015
92877,556,38292740,1529454,2015
92548,2355,79457220,1443712,2015
91767,20759,820417168,16838903,2015
91739,15855,1385733480,61847667,2015
91201,10249,582551586,23604044,2015
92341,133,4670101,194621,2015
90623,7602,538246878,21482330,2015
91387,19498,1445934968,59871184,2015
92837,195,6722657,299445,2015
93014,587,47610434,2857047,2015
91188,23,1554560,39453,2015
92863,916,77543213,5489103,2015
90670,8061,480291283,18524787,2015
90304,11031,341339187,4636626,2015
90401,4688,1164981096,116558360,2015
90044,34314,949367206,9896005,2015
92415,35,1385707,21832,2015
90245,9512,1028112848,63421207,2015
90040,5561,280362240,13198301,2015
92018,972,98497194,7640734,2015
90013,4685,362111364,22972942,2015
91617,174,11409206,513599,2015
92531,395,19046654,606713,2015
90265,7801,1750379632,173415894,2015
90509,10,734053,30325,2015
90083,176,9888090,355879,2015
90022,26943,866025296,14681379,2015
91001,17349,1587640215,82102288,2015
90607,274,16579616,641722,2015
92397,2356,158864251,6009361,2015
91337,294,13823034,506964,2015
92281,782,26600115,502776,2015
92629,14271,1322130778,117965030,2015
91745,26027,1560002308,63079937,2015
90295,684,63730310,4608822,2015
91423,17605,2004984535,135045997,2015
91801,25589,1234756417,41895008,2015
90309,135,6341370,171685,2015
91505,16875,1336403534,68159870,2015
92647,28248,1856530757,79543153,2015
90502,8709,465334575,15124530,2015
92033,642,29644752,1047116,2015
90007,13027,353840397,6422171,2015
92342,2587,137612468,4093350,2015
92650,40,2617396,115726,2015
90602,10642,527571185,16666591,2015
92815,415,36680993,2159292,2015
91785,628,82072478,7210115,2015
90037,23233,595997349,5415883,2015
90241,20445,1025885877,29897422,2015
92165,238,7544845,131713,2015
92169,662,46280892,2822861,2015
90232,8625,760269340,41749722,2015
91502,5539,300336489,13930459,2015
92802,17999,761691878,21864025,2015
90717,10491,593757402,20195464,2015
91356,14572,1592591980,108243188,2015
92105,28053,876000937,13794615,2015
92328,200,6328570,146482,2015
92589,1050,93328753,5658627,2015
90277,19608,2282422395,142188336,2015
90270,10645,318333087,3252141,2015
91354,14248,1404598748,63253794,2015
92230,896,26632457,318934,2015
92198,604,55964657,3338522,2015
91614,322,21688980,1023335,2015
92136,281,4822915,61890,2015
90089,179,8762486,354345,2015
92138,1120,72283308,3438246,2015
90815,18986,1586885060,72742852,2015
91903,839,52109880,1912603,2015
91503,278,24831290,1694673,2015
90057,15190,410490120,6967015,2015
92840,24620,1042403415,27141607,2015
92812,363,15247623,370722,2015
91743,137,8190402,454673,2015
90291,15086,1733394795,124810211,2015
92603,8981,3238314312,332906032,2015
91311,18603,1540979690,85827936,2015
91616,41,1481901,42794,2015
92322,247,10343898,251938,2015
90409,368,33015629,1973961,2015
90055,57,32215442,3700569,2015
92652,740,79661197,6539524,2015
92119,11485,827881809,33011942,2015
90714,424,26077220,906795,2015
92391,827,38926834,1127258,2015
91404,80,4704387,191474,2015
91327,261,17362160,838176,2015
91305,126,3910695,92894,2015
93011,1080,80362681,3889872,2015
92672,17621,1591235188,99871755,2015
91910,36002,1798332148,52669271,2015
90747,14,180466,762,2015
90242,18879,855890082,19653034,2015
91606,20271,754961215,17810861,2015
90221,21216,651433069,7460508,2015
92389,27,560449,2417,2015
92274,6155,164285412,1770674,2015
92393,1078,52891663,1825766,2015
92135,87,1825062,20951,2015
90302,13348,501918063,11422876,2015
91909,344,12887134,328944,2015
91040,9924,623054474,24641432,2015
91759,220,14455697,617761,2015
91372,293,34648447,2746638,2015
92619,834,167762176,15578973,2015
91359,777,73088943,5204038,2015
90056,4524,401798733,19295425,2015
92250,3140,150287978,5276627,2015
91016,19235,1258406918,51023324,2015
91125,164,6375989,213256,2015
91902,8539,641452850,27173777,2015
92882,29000,1706640064,54633147,2015
92660,18144,4316054249,454033971,2015
91723,8941,438279068,12249405,2015
90063,20904,664247416,11061148,2015
91396,247,11030885,365425,2015
92623,754,123648482,10133660,2015
90293,7300,813247029,51498046,2015
92192,626,88089241,6673675,2015
90003,25443,651390759,5001614,2015
92427,445,21048189,551045,2015
91913,19128,1355819831,45268148,2015
91030,12782,1630137276,108548556,2015
92262,11362,626963915,34002480,2015
91608,11,1844172,133642,2015
91950,25162,849482988,13142402,2015
91024,5535,629920820,36282557,2015
92203,11416,729809084,25657298,2015
90608,285,14709734,614143,2015
91350,17096,1387662404,55082349,2015
90404,11568,1020883681,67602223,2015
91744,36568,1282092677,20871013,2015
92201,23664,916491536,21523121,2015
93016,558,20263398,376470,2015
92066,130,6517695,164396,2015
90740,13568,1163799256,64915125,2015
90049,19752,7945446598,822683621,2015
92210,1892,294159521,27293745,2015
91752,13224,664207325,16613560,2015
90622,271,16099471,772190,2015
90620,22057,1205028986,37450190,2015
